hq,ssoid,srvid,phone,BillAmount,instance
Bikaner,596,1219,7817541095,11.805372722295553,1
Bikaner,676,1216,7633894772,61.07955753888644,1
Bikaner,101,1220,9424489087,26.055685896492605,1
Bikaner,759,1222,8945242449,51.19462379629737,1
Bikaner,676,1219,7680871252,16.61799285061797,1
Bikaner,132,1219,8954316540,65.50742035822563,1
Bikaner,888,1907,8917796938,63.1516978448611,1
Bikaner,759,1907,8063974698,22.89290254565067,1
Bikaner,10,1220,7336285650,23.431315258947947,1
Bikaner,872,1214,8037082603,54.60604748485039,1
Bikaner,847,1216,7096962928,34.39955180307935,1
Bikaner,137,1219,8245306995,19.027614015461964,1
Bikaner,891,1220,9212768171,24.046651991054055,1
Bikaner,888,1220,8149948512,51.232137405602536,1
Bikaner,605,1216,7779359385,12.581495343695014,1
Bikaner,90,1220,8053159005,14.241537358779977,1
Bikaner,608,1907,9397394943,37.25128879523129,1
Bikaner,891,1216,9356886130,40.64756536250384,1
Bikaner,983,1222,9903475831,46.51306004628329,1
Bikaner,173,1222,9616002011,17.962373479486878,1
Bikaner,596,1214,7161368696,28.413341582422944,1
Bikaner,444,1222,7800408001,20.994964080663582,1
Bikaner,323,1222,7614079019,39.88038406248271,1
Bikaner,117,1222,9360912765,65.44853990849488,1
Bikaner,507,1214,7396291155,6.909336919614352,1
Bikaner,53,1216,7235976699,40.59716279368749,1
Bikaner,983,1214,9874635625,40.968024128621416,1
Bikaner,444,1214,7951517595,69.04838736895408,1
Bikaner,323,1216,7872212267,39.05798328061527,1
Bikaner,18,1216,7858876372,61.000650369104775,1
Bikaner,20,1214,7368897069,9.72919342324898,1
Bikaner,323,1907,9016511238,20.45993856054296,1
Bikaner,93,1219,9110444580,66.2510667911775,1
Bikaner,281,1214,9860902550,44.0975381024605,1
Bikaner,583,1907,7826585073,45.0179470955794,1
Bikaner,999,1907,9381708988,39.776489020896776,1
Bikaner,583,1220,8152126303,16.926578311527095,1
Bikaner,752,1907,8598425368,66.70958807332441,1
Bikaner,64,1907,9629845726,52.784879121096175,1
Bikaner,794,1214,8523281894,56.35997410559308,1
Bikaner,202,1216,7659704880,53.118067707272026,1
Bikaner,325,1219,9377763368,32.7122221320136,1
Bikaner,441,1220,7412607150,53.72421751867178,1
Bikaner,10,1214,7161607623,67.37583385006687,1
Bikaner,524,1216,8424576354,5.068160289684692,1
Bikaner,399,1222,9566989525,0.23581712682953607,1
Bikaner,437,1220,8141518419,66.41170875569996,1
Bikaner,637,1216,9250446331,55.44283112672486,1
Bikaner,319,1216,8732970220,6.155618792097375,1
Bikaner,132,1220,8409619078,14.856615342187816,1
Bikaner,546,1220,9119169635,55.6544631714654,1
Bikaner,820,1219,8130931722,6.821083628656741,1
Bikaner,433,1219,9170278920,53.56643938945938,1
Bikaner,729,1214,7412607150,65.2479017227658,1
Bikaner,940,1220,8682118611,40.46791449558942,1
Bikaner,552,1907,8393433146,48.446999384692575,1
Bikaner,940,1219,8118035632,10.692185364859814,1
Bikaner,12,1220,8089363490,27.88627666373027,1
Bikaner,101,1214,7306619750,6.744203319799761,1
Bikaner,433,1214,8843724990,46.201870842255545,1
Bikaner,173,1220,8833160242,56.59777821726381,1
Bikaner,507,1216,9148148027,54.69752383024198,1
Bikaner,676,1907,7809193272,60.113970046644155,1
Bundi,437,1214,9340844710,382.9621377153517,1
Bundi,578,1216,7559927098,288.59326316245637,1
Bundi,503,1220,8506243367,55.61612532083193,1
Bundi,637,1222,8298101864,316.1059992350586,1
Bundi,180,1214,7564406847,169.3463593776936,1
Bundi,10,1214,8752461656,184.26290861063015,1
Bundi,801,1219,7947645220,228.31702245106644,1
Bundi,202,1214,9371388215,194.88661220365873,1
Bundi,583,1222,9955128702,147.51879253770306,1
Bundi,995,1220,8089363490,54.30063849267779,1
Bundi,880,1219,7018982924,318.0574356738375,1
Bundi,93,1219,8536800369,375.28886501264384,1
Bundi,983,1216,8859403274,0.009302089767890483,1
Bundi,137,1214,9546302443,382.91031915487775,1
Bundi,983,1214,8719335616,130.30194249890948,1
Bundi,328,1907,9104005064,28.408471768215833,1
Bundi,369,1907,8828128955,249.24752230826687,1
Bundi,271,1220,7009697004,91.71501693058443,1
Bundi,99,1220,9556397591,1.4589443931351653,1
Bundi,657,1907,9292810782,248.29076256660005,1
Bundi,801,1219,7825544610,318.95674637067384,1
Bundi,849,1214,7794499576,376.0644365805603,1
Bundi,115,1219,7197083382,222.0294426841373,1
Bundi,99,1219,7034496293,53.91424058509117,1
Bundi,599,1219,8998372396,73.24949175289306,1
Bundi,902,1220,9764376319,374.8356528385719,1
Bundi,791,1220,8696383236,52.17812065339033,1
Bundi,791,1907,9860902550,235.52889369384127,1
Bundi,731,1216,7253515411,316.4791906961428,1
Bundi,891,1219,9651347189,333.38665580857656,1
Bundi,524,1216,8651733487,25.66661189202378,1
Bundi,729,1214,7172256814,187.88690617252698,1
Bundi,181,1216,7245873443,70.43716803634058,1
Bundi,752,1222,8457534376,57.29730183507877,1
Bundi,18,1220,8298101864,14.766061551898687,1
Bundi,99,1907,7725749796,157.63511629322332,1
Bundi,584,1907,8625725852,362.28185157790847,1
Bundi,323,1907,8190382243,331.56666400220604,1
Bundi,369,1216,8165344495,51.28408663132451,1
Bundi,891,1220,9076260577,147.03035082388178,1
Bundi,323,1220,9401040911,288.37035207024167,1
Bundi,830,1220,9401040911,117.25400870169673,1
Bundi,728,1220,8603615746,131.40829483397218,1
Bundi,849,1219,7098511985,115.88348111377864,1
Bundi,830,1219,7875338174,349.9202124355775,1
Bundi,80,1220,7085938562,143.48135796512844,1
Bundi,637,1222,8140692195,136.09437123486597,1
Bundi,327,1214,8393433146,9.654967490245923,1
Bundi,273,1216,9099027570,204.21532323351346,1
Bundi,305,1219,9178062262,183.3780498680681,1
Bundi,789,1222,7439451153,138.39893231508196,1
Bundi,759,1220,8476485097,46.70593073381543,1
Bundi,880,1214,7817541095,121.80177464212767,1
Bundi,323,1222,8674677010,263.154244024077,1
Bundi,491,1219,7839889926,159.22765648930823,1
Bundi,552,1216,7406967169,30.55187043123444,1
Bundi,789,1216,8053159005,69.69757680739835,1
Bundi,176,1222,8312466453,226.45662220599706,1
Bundi,18,1216,7235976699,74.2821183355176,1
Bundi,599,1214,9847671636,99.57594674289363,1
Bundi,759,1216,9644586965,253.1792618297104,1
Bundi,977,1219,9377763368,28.062389795290745,1
Bundi,637,1216,9287463521,174.06862083551457,1
Bundi,64,1220,7698054184,3.6288945364412633,1
Bundi,977,1220,9923460723,320.22726639494743,1
Bundi,801,1216,8203781552,127.31225440587114,1
Bundi,491,1214,9558698137,378.037388026123,1
Bundi,281,1222,8269272150,161.01770702091775,1
Bundi,173,1214,8907508301,105.78479099841958,1
Bundi,12,1216,7680871252,168.73229769671127,1
Bundi,608,1216,9305520496,286.46213423662897,1
Bundi,791,1219,9997308005,319.663747662847,1
Bundi,637,1907,7078042019,229.04451477996105,1
Bundi,731,1219,9816396830,128.96946013535856,1
Bundi,187,1216,9975882801,375.89622366120716,1
Bundi,681,1216,8945242449,239.75944840583085,1
Bundi,731,1220,7140452800,148.49580775420446,1
Bundi,507,1219,9257325840,92.03028126220816,1
Bundi,676,1907,9016511238,384.389769676247,1
Bundi,801,1907,9170278920,27.436217738619817,1
Bundi,53,1220,9674591393,167.14993831797318,1
Bundi,115,1907,9567318231,344.5940474746986,1
Bundi,433,1219,8828607920,285.404581194434,1
Bundi,10,1216,7171657634,368.92750732896604,1
Bundi,983,1222,8379051902,140.4949100586852,1
Bundi,80,1220,7425301638,195.55142399334352,1
Bundi,849,1216,9211009347,148.01856858493994,1
Bundi,801,1219,8867242970,372.19044776553955,1
Bundi,546,1219,8141518419,398.4080073295177,1
Bundi,93,1216,7222316221,316.0288112936362,1
Bundi,53,1219,7673212705,125.88751576911342,1
Bundi,132,1220,7411770367,381.68374868611085,1
Bundi,101,1222,9486345242,291.4934336456528,1
Bundi,319,1907,9553976999,367.0695669890995,1
Bundi,10,1214,7826471099,194.57444961207813,1
Bundi,259,1216,8750003126,19.17254775874908,1
Bundi,507,1222,8840801206,17.527187934774236,1
Bundi,999,1220,8291346893,176.68387372914785,1
Bundi,90,1219,7673006715,248.4376951905411,1
Bundi,99,1220,9103252355,330.4141116449749,1
Bundi,259,1219,9764151838,238.5476594155424,1
Bundi,991,1222,7623001696,395.5463425867887,1
Bundi,187,1214,9651347189,337.132770535216,1
Bundi,596,1907,8003833932,363.4410811527323,1
Bundi,637,1214,7563375825,122.64369846064528,1
Bundi,872,1222,9381708988,52.243629348837665,1
Bundi,789,1220,8687159839,267.9309716380929,1
Bundi,213,1907,7894601573,14.278269173243638,1
Bundi,681,1219,9955128702,42.21882882482809,1
Bundi,791,1222,7871961513,360.2370247185441,1
Bundi,64,1220,8985327892,396.05709398304464,1
Bundi,801,1220,8495528163,248.76814034882938,1
Bundi,271,1222,7183723794,357.95597418552774,1
Bundi,202,1216,9274948713,62.668652746700786,1
Bundi,507,1220,8312315553,365.4156201318641,1
Bundi,791,1220,7171657634,131.6233588410148,1
Bundi,399,1222,9989236625,193.97708164965826,1
Bundi,578,1216,9250446331,12.47275036517825,1
Bundi,546,1216,9377763368,368.64303380207326,1
Bundi,635,1216,8663944829,257.76937055039605,1
Bundi,17,1222,7894601573,137.89859755470445,1
Bundi,90,1219,9563009134,381.20603542409157,1
Bundi,991,1216,8457534376,336.75688073766094,1
Bundi,187,1222,8063974698,120.0063163128427,1
Bundi,115,1216,7713263327,164.12811247885497,1
Bundi,132,1219,9396902984,184.79303958169658,1
Bundi,325,1216,9805618046,152.21749904121756,1
Bundi,584,1220,9439256681,311.5772938228125,1
Bundi,22,1220,7675376376,112.0192811225776,1
Bundi,275,1222,7839889926,138.8959189335407,1
Bundi,399,1219,8529051242,368.4074427568513,1
Bundi,20,1907,7396291155,142.93815243376798,1
Bundi,202,1219,8708019265,261.3141419222669,1
Bundi,327,1219,9533960621,125.2603879509207,1
Bundi,202,1222,9099027570,361.13646718684413,1
Bundi,10,1222,7154907404,111.65100408824416,1
Bundi,891,1216,7968351072,294.6966654627112,1
Bundi,583,1214,7220110448,192.028676334688,1
Bundi,273,1220,9106470251,380.85795199580497,1
Bundi,10,1219,8598425368,160.30731507550988,1
Bundi,271,1222,7825544610,164.83165044327782,1
Bundi,657,1222,7357500369,148.36438036750786,1
Bundi,880,1219,9507778021,36.464264900223924,1
Bundi,10,1907,8658538440,286.23963730398225,1
Bundi,583,1220,7465248155,276.298897016817,1
Bundi,305,1907,9951968410,58.99662665373878,1
Bundi,181,1222,9996482186,237.59575706913688,1
Bundi,888,1220,8367684736,356.83586922724726,1
Bundi,872,1907,9850300633,328.93351235464036,1
Bundi,802,1216,9651347189,161.17413849144256,1
Bundi,729,1214,8750003126,339.9888563505065,1
Bundi,259,1219,9287463521,309.3022500484869,1
Bundi,115,1219,7669345844,166.34060758583806,1
Bundi,635,1214,9732982981,256.6163193212334,1
Bundi,880,1907,8063974698,22.855578012761267,1
Bundi,433,1222,9071479564,264.9071153449647,1
Bundi,599,1219,8086521826,304.86427510634013,1
Bundi,444,1907,8603026947,187.46520608410427,1
Bundi,7,1216,7211123851,156.42824082716123,1
Bundi,433,1219,8708019265,243.80970686530446,1
Bundi,999,1220,9396201164,293.6009654954093,1
Bundi,323,1219,7222316221,322.33258301779864,1
Bundi,319,1214,9499137872,114.10249400105315,1
Bundi,759,1219,7431869670,216.17855811245283,1
Bundi,731,1216,7433656834,352.51209909792783,1
Bundi,849,1214,9932901570,382.509387803836,1
Bundi,7,1219,9874635625,390.1279324015542,1
Bundi,271,1222,8001905984,273.04957074134774,1
Bundi,637,1907,7824725263,74.76500134145638,1
Bundi,53,1219,8945242449,383.5981932311579,1
Bundi,801,1214,7947645220,146.07887973457252,1
Bundi,20,1219,9396902984,212.95768802337489,1
Bundi,605,1216,9540490711,209.94656065790178,1
Bundi,752,1216,8748188996,223.08757910290646,1
Bundi,7,1216,9164381963,183.64987469402155,1
Bundi,507,1220,7039686295,136.16338424617433,1
Bundi,503,1219,8804951276,5.5181882815508025,1
Bundi,10,1214,9733524098,9.92590468272206,1
Bundi,433,1222,9528943263,295.5556876962958,1
Bundi,433,1219,7624549305,273.6395583035394,1
Bundi,259,1907,9409556125,283.1246209672319,1
Bundi,115,1222,7118894943,81.91306219414454,1
Bundi,441,1222,8687159839,380.76406612556025,1
Bundi,80,1220,9099027570,156.83904555437067,1
Bundi,90,1220,9042171087,156.59589920924836,1
Bundi,323,1907,9381708988,362.71123694139015,1
Bundi,117,1222,9042171087,217.68985637976797,1
Bundi,599,1216,9363148257,78.57589204641518,1
Bundi,601,1222,8608982024,116.95746578317058,1
Bundi,275,1907,7580739523,262.366767834904,1
Bundi,977,1214,9439399038,59.492379887398535,1
Bundi,801,1907,9346224326,253.9688538266637,1
Bundi,801,1219,8394803859,48.3952137640037,1
Bundi,670,1216,9826225000,218.6453003426224,1
Bundi,323,1220,7264724106,327.01208941054034,1
Bundi,830,1220,8208549639,178.38240344090377,1
Bundi,305,1907,7800408001,56.1791894477786,1
Bundi,849,1907,8379051902,181.94271025640336,1
Bundi,524,1907,9011891765,236.04372353756455,1
Bundi,433,1219,9076260577,325.26227019540516,1
Bundi,7,1222,8770572546,394.0790201479606,1
Chittorgarh,599,1220,8708019265,178.84521364760735,1
Chittorgarh,328,1907,8046504425,140.41463011902988,1
Chittorgarh,820,1907,7858876372,169.93274017165567,1
Chittorgarh,323,1216,7853578698,49.44491749252273,1
Chittorgarh,64,1216,8312466453,88.0525544522572,1
Chittorgarh,995,1214,7823186781,59.976260784034594,1
Chittorgarh,327,1219,8896937797,69.97547481707522,1
Chittorgarh,731,1907,7389828775,28.755783831522354,1
Chittorgarh,995,1216,8457534376,24.629802763544674,1
Chittorgarh,820,1214,8828607920,114.03544281958419,1
Chittorgarh,99,1219,8194218851,34.157098237189714,1
Chittorgarh,605,1220,8034501703,146.30855988526076,1
Chittorgarh,983,1220,9826225000,96.73147529218286,1
Chittorgarh,491,1222,8157152098,118.43451402481912,1
Chittorgarh,932,1216,9103252355,145.48427856115683,1
Chittorgarh,849,1222,7163615806,176.37323458668672,1
Chittorgarh,132,1222,9063138487,195.20320734021428,1
Chittorgarh,93,1219,8506243367,112.700141238545,1
Chittorgarh,991,1220,9063138487,151.2337481341284,1
Chittorgarh,847,1222,9383169976,16.432090790674714,1
Chittorgarh,444,1216,9518146987,53.34772830321944,1
Chittorgarh,524,1214,9063138487,122.18882836503278,1
Chittorgarh,202,1220,8797263907,5.312271020823232,1
Chittorgarh,115,1907,8964638542,187.15443894663426,1
Chittorgarh,728,1216,9547251214,109.82267065507146,1
Chittorgarh,64,1216,8312315553,8.159548459300545,1
Chittorgarh,759,1214,9069242824,0.9902636103275554,1
Chittorgarh,115,1216,7433656834,131.67302789180567,1
Chittorgarh,584,1222,7179627862,26.120309461143602,1
Chittorgarh,319,1214,8199541180,47.381879938471236,1
Chittorgarh,323,1907,9065840502,65.53069061464649,1
Chittorgarh,731,1220,7876792666,40.88762621685054,1
Chittorgarh,891,1214,9528943263,176.28434188258694,1
Chittorgarh,578,1216,9847671636,60.634929844305745,1
Chittorgarh,275,1222,8495528163,6.732223461393095,1
Chittorgarh,12,1222,7140452800,52.22736447617311,1
Chittorgarh,12,1220,8024886221,133.11551940033306,1
Chittorgarh,64,1907,9358405253,158.95536746992155,1
Chittorgarh,546,1216,8133784775,12.346296953529887,1
Chittorgarh,327,1222,8396879302,51.974949561386644,1
Chittorgarh,586,1216,7858876372,52.01237349576201,1
Chittorgarh,637,1907,7874541653,183.5171849139593,1
Chittorgarh,596,1907,9484785803,157.9685763086469,1
Chittorgarh,325,1220,9102888875,144.3757493109791,1
Chittorgarh,601,1219,7523457405,32.41805792944621,1
Chittorgarh,328,1220,7872212267,129.47900148350053,1
Chittorgarh,325,1219,7211123851,153.99997870221088,1
Chittorgarh,101,1216,8495528163,75.66141819666652,1
Chittorgarh,891,1216,9533960621,99.11702189691259,1
Chittorgarh,519,1220,8682118611,102.00599696154833,1
Chittorgarh,657,1216,7563375825,73.69938121926026,1
Chittorgarh,18,1216,7673006715,110.48344183764803,1
Chittorgarh,181,1219,9257325840,57.51681115690276,1
Chittorgarh,596,1219,7914023477,177.52151364348234,1
Chittorgarh,940,1220,7433656834,79.08457816336265,1
Chittorgarh,53,1907,8242509411,171.94263603032832,1
Chittorgarh,991,1222,7336285650,180.42929492623347,1
Chittorgarh,132,1220,7725749796,133.25515369255226,1
Chittorgarh,64,1220,7680871252,122.2802872760143,1
Chittorgarh,991,1219,8332732924,132.7761142457143,1
Chittorgarh,433,1222,8789589453,27.24445105252247,1
Chittorgarh,605,1216,7847571288,119.94479836503957,1
Chittorgarh,605,1214,9914924360,176.15441408162667,1
Chittorgarh,657,1214,9518146987,70.58092201851599,1
Chittorgarh,10,1907,9724060913,42.82805189926173,1
Chittorgarh,259,1222,9826225000,42.30141740029309,1
Chittorgarh,728,1219,9250446331,83.17838861090023,1
Chittorgarh,599,1219,8133784775,78.92859499757603,1
Chittorgarh,64,1222,9497302030,136.2505351651926,1
Chittorgarh,90,1222,7154907404,192.9261070270468,1
Chittorgarh,273,1216,9609319381,145.36200597569461,1
Chittorgarh,115,1907,9989236625,19.628890696633498,1
Chittorgarh,789,1222,9558698137,136.512151494798,1
Chittorgarh,17,1222,7564406847,32.67673352025553,1
Chittorgarh,752,1216,7200391566,135.39065935076096,1
Chittorgarh,319,1214,9273681381,58.04474396207315,1
Chittorgarh,202,1216,9152268157,164.8903628021166,1
Chittorgarh,271,1907,8199541180,67.80591751606251,1
Chittorgarh,101,1220,8291346091,32.56760169369773,1
Chittorgarh,524,1222,8312466453,40.45881443401118,1
Chittorgarh,503,1907,7096962928,23.45580185108946,1
Chittorgarh,729,1222,8140692195,0.09238957004181464,1
Chittorgarh,202,1222,9185083072,5.817282440927105,1
Chittorgarh,801,1219,7640216035,21.630451784046603,1
Chittorgarh,399,1907,7313639687,125.56421289071702,1
Chittorgarh,323,1222,9651347189,190.76022398959688,1
Chittorgarh,441,1222,8651733487,194.39392791103913,1
Chittorgarh,546,1219,8003833932,98.00348288909146,1
Chittorgarh,53,1216,8383285735,75.2160036209735,1
Chittorgarh,328,1214,8708019265,111.54060375033139,1
Chittorgarh,213,1216,8651733487,166.45204492568982,1
Chittorgarh,90,1214,8312466453,138.93956153978283,1
Chittorgarh,546,1216,8108857380,122.18678621501321,1
Chittorgarh,93,1216,9069242824,158.08078124755997,1
Chittorgarh,601,1220,8291346893,36.95818059065653,1
Chittorgarh,546,1222,9439256681,35.7970207768749,1
Chittorgarh,752,1907,8312466453,156.5797419971115,1
Chittorgarh,10,1219,7233974778,132.32851867948207,1
Chittorgarh,115,1222,9383169976,104.43496990488686,1
Chittorgarh,17,1907,7839889926,42.39149549084737,1
Chittorgarh,983,1907,9062355921,32.75817245529187,1
Chittorgarh,902,1222,9202408408,113.4239537361116,1
Chittorgarh,319,1219,8537356981,186.31087843878137,1
Chittorgarh,323,1216,8651733487,174.87827563817243,1
Chittorgarh,115,1216,8007452128,190.06281592651365,1
Chittorgarh,325,1219,9553976999,171.30145692912302,1
Chittorgarh,605,1214,9609319381,188.95578779014647,1
Chittorgarh,752,1907,7163615806,129.48646223427605,1
Chittorgarh,888,1220,9930353235,199.93855004448943,1
Chittorgarh,564,1907,9531089906,109.87640389523496,1
Chittorgarh,584,1907,9396201164,59.60320600060509,1
Chittorgarh,101,1219,8608982024,182.44027690088885,1
Chittorgarh,369,1219,9346224326,140.78551257556987,1
Chittorgarh,888,1216,7739073815,162.87235025739662,1
Chittorgarh,491,1214,9078739887,193.34597058750248,1
Chittorgarh,891,1216,7559927098,104.63467570461245,1
Chittorgarh,983,1907,7802025297,197.90162172320703,1
Chittorgarh,676,1907,8152126303,121.5079103566772,1
Chittorgarh,849,1907,7678893222,190.13069758626955,1
Chittorgarh,608,1222,9597245340,38.75718246597129,1
Chittorgarh,503,1219,9148148027,175.3649913784791,1
Chittorgarh,101,1222,7172256814,137.5478644897858,1
Chittorgarh,137,1216,7803639490,198.39415839463643,1
Chittorgarh,323,1220,8141518419,158.08381794935264,1
Chittorgarh,117,1216,9860902550,91.29390947393664,1
Chittorgarh,552,1907,8190366524,25.104470358784322,1
Chittorgarh,670,1907,9598372848,192.3300417260542,1
Chittorgarh,605,1907,9713373567,44.60126579606121,1
Chittorgarh,605,1222,7398886116,50.89834561013601,1
Chittorgarh,259,1216,9558698137,95.53055193281045,1
Chittorgarh,93,1222,7783700152,34.102468386033145,1
Chittorgarh,552,1216,9170278920,10.974494685538941,1
Chittorgarh,99,1214,9360912765,63.63909059775313,1
Chittorgarh,583,1220,8838195632,130.61318326823945,1
Chittorgarh,507,1219,9323791738,158.18138165982083,1
Chittorgarh,325,1222,8610773637,27.699116587400383,1
Chittorgarh,519,1907,7549837265,43.79832532380437,1
Chittorgarh,578,1219,7161607623,9.776493172768532,1
Chittorgarh,115,1216,9954869720,116.72622290330226,1
Chittorgarh,173,1216,7875338174,134.43427735855835,1
Chittorgarh,7,1216,8307399435,180.43816421048075,1
Chittorgarh,271,1222,9291782533,58.74535698758741,1
Churu,605,1907,7809193272,114.5751412936604,1
Churu,601,1214,9425999547,62.539256532044476,1
Churu,794,1219,9674591393,68.88633343048735,1
Churu,872,1216,8203781552,55.415579162463956,1
Churu,399,1219,9287463521,26.214550792445355,1
Churu,596,1214,9566989525,71.73691548690446,1
Churu,437,1214,7114211063,64.68938140364509,1
Churu,176,1216,7803639490,83.22400331742553,1
Churu,880,1907,9510105819,27.843936714749844,1
Churu,402,1907,8806838399,107.9936484409758,1
Churu,18,1907,9674591393,75.2902655989035,1
Churu,433,1222,8804951276,135.93313538199092,1
Churu,53,1219,9142248807,122.29140723899883,1
Churu,583,1907,9311624349,104.37454303084345,1
Churu,213,1219,7412237027,108.3823919714659,1
Churu,888,1220,9391444350,62.115113019382854,1
Churu,552,1222,8476485097,95.40447296066331,1
Churu,90,1220,9142248807,53.90789523634097,1
Churu,801,1907,8789589453,100.61853731995886,1
Churu,327,1907,9546302443,70.87590097230276,1
Churu,564,1216,7253515411,61.43826877533081,1
Churu,327,1220,8964638542,9.360642788265025,1
Churu,880,1216,8721147044,115.8745875165466,1
Churu,902,1222,7564406847,37.012805441522204,1
Churu,7,1907,8330661133,33.35790238765815,1
Churu,802,1222,7034496293,86.92188986114594,1
Churu,728,1222,7349263166,132.56091328043487,1
Churu,117,1220,8190366524,85.42043926575083,1
Churu,7,1220,8742407161,82.52029829647473,1
Churu,7,1222,7559927098,110.28742005322346,1
Churu,728,1214,8601241303,82.84495299926718,1
Churu,328,1222,8808353007,23.26849342790959,1
Churu,584,1907,7858876372,90.81586535841667,1
Churu,728,1219,7032175712,133.75325908884923,1
Churu,323,1222,9659955290,136.62758475880116,1
Churu,676,1214,7046173947,140.5106593515447,1
Churu,402,1216,9425999547,105.84945693889628,1
Churu,729,1216,7894414335,129.08850782153672,1
Churu,319,1214,9142248807,92.8814547616707,1
Churu,64,1220,7114211063,48.413234490598306,1
Churu,983,1907,7253515411,28.224377993140312,1
Churu,791,1907,9547251214,63.995012093099255,1
Churu,519,1219,8089520872,121.11677682886392,1
Churu,80,1219,9563009134,33.97447871101457,1
Churu,847,1219,8041399895,57.98172360643753,1
Churu,729,1214,7174798550,52.35997384835022,1
Churu,273,1214,8041399895,76.40974117499019,1
Churu,17,1214,9550031347,80.96192511112342,1
Churu,17,1220,8752461656,145.978580490016,1
Churu,117,1214,9106470251,37.18828115097088,1
Churu,891,1907,9099027570,43.95019439145163,1
Churu,995,1222,8448158137,12.729698705188842,1
Churu,596,1214,9891129028,75.86557980573365,1
Churu,552,1220,9826225000,79.50919879454642,1
Churu,999,1907,7140452800,30.10877300431538,1
Churu,137,1214,8481942573,124.27054975636781,1
Churu,676,1214,8429853594,145.77951557435017,1
Churu,101,1216,7096197705,51.02258385770363,1
Churu,586,1222,9311624349,60.527271696237904,1
Churu,601,1222,7406967169,115.32817508363381,1
Churu,728,1907,8610773637,69.43542648223172,1
Churu,441,1214,9597245340,75.99902753332898,1
Churu,137,1220,8021422438,143.2116833805843,1
Churu,7,1220,7563375825,105.89841648399026,1
Churu,584,1222,7659704880,11.129314680100501,1
Churu,137,1220,9936682778,119.17833945030073,1
Churu,64,1216,8481942573,4.072765280944893,1
Churu,7,1907,8598425368,133.42275520131687,1
Churu,599,1220,8717048902,24.398882998461577,1
Churu,888,1219,8506243367,78.01249240230113,1
Churu,676,1216,8488221726,145.65611941731783,1
Churu,519,1216,7216000614,53.7364695678379,1
Churu,64,1219,8291346893,37.17906973713746,1
Churu,681,1222,7678893222,76.97663451660557,1
Churu,977,1907,9185083072,106.10480486413567,1
Churu,17,1219,8833160242,94.08204157176279,1
Churu,10,1216,7433656834,86.0404946727246,1
Churu,402,1214,7133297097,44.81752875703881,1
Churu,181,1220,9030075494,71.76650749188039,1
Churu,10,1907,7090261883,139.25081938832517,1
Churu,801,1220,9071479564,92.46160517577228,1
Churu,657,1219,9098341313,11.343687975265265,1
Churu,891,1216,8140692195,76.37032996532342,1
Churu,789,1216,7823186781,22.715440044345204,1
Churu,137,1222,9764151838,92.96339881503441,1
Churu,605,1907,8034501703,29.144525420564623,1
Churu,93,1219,8165344495,63.27186851449648,1
Churu,583,1219,9752243738,20.99318884901817,1
Churu,546,1216,9897464828,125.66777648255596,1
Churu,99,1220,9598372848,92.04308603074256,1
Churu,18,1219,7830611026,104.13841340374098,1
Churu,759,1220,9267397375,6.871200218968665,1
Churu,328,1907,7357500369,42.069804742364575,1
Churu,319,1219,9250446331,100.41372027059607,1
Churu,584,1219,9360912765,1.661150219638539,1
Churu,584,1907,9063138487,133.77089717229953,1
Churu,7,1216,8409619078,5.275659463711833,1
Churu,181,1216,7431449301,12.919202376050059,1
Churu,271,1219,8663944829,135.75349634964186,1
Churu,586,1219,8939936786,47.2048215982609,1
Churu,53,1222,9804430938,58.431450213019176,1
Churu,801,1216,9674591393,104.55313312649209,1
Churu,507,1219,8495528163,46.51300337673354,1
Churu,323,1219,7094485665,99.35269746508003,1
Churu,323,1214,7847571288,118.96661423668675,1
Churu,601,1907,9212768171,28.4383281598128,1
Churu,977,1220,7826471099,76.11469186858824,1
Churu,10,1219,8814850650,51.53393637531145,1
Churu,319,1214,9391444350,24.918466569585252,1
Churu,10,1222,8409619078,87.2169724443335,1
Churu,17,1220,9903475831,146.08441157320348,1
Churu,552,1214,9152268157,140.6581707855146,1
Churu,101,1219,8598425368,115.08515474470144,1
Churu,849,1220,7865013718,29.20426628569787,1
Churu,64,1222,9185083072,145.14852630107,1
Churu,117,1222,8427743404,115.0249431929773,1
Churu,441,1907,9566989525,54.929035798078075,1
Churu,849,1214,9616106263,99.45249843175993,1
Churu,18,1219,9287463521,29.871870285606704,1
Churu,888,1220,9936682778,60.05597094252341,1
Churu,759,1219,7826585073,14.340003661047106,1
Dausa,728,1216,9743707367,1704.045119967424,1
Dausa,93,1216,7802025297,1820.7965396030168,1
Dausa,90,1907,9358405253,552.4541095034208,1
Dausa,202,1216,8495528163,1602.156562160974,1
Dausa,444,1222,8916301014,1110.3926379703403,1
Dausa,80,1220,9510111400,558.0482269509674,1
Dausa,601,1222,8789589453,776.2029794738905,1
Dausa,437,1214,7396291155,514.5713688671358,1
Dausa,995,1907,8291346091,1640.4618011586654,1
Dausa,670,1220,8245306995,590.4629980279699,1
Dausa,173,1222,7871961513,1282.7201031628642,1
Dausa,932,1219,8603026947,1236.565421121377,1
Dausa,519,1220,9724060913,877.2528086607905,1
Dausa,728,1220,8806838399,2062.5155045651845,1
Dausa,583,1220,7095404893,961.7186356848682,1
Dausa,441,1216,8605369917,235.5440590297527,1
Dausa,64,1907,7174798550,1526.937694105703,1
